	coach	race	mu	phi	value
205088	D_Arquebus	Chaos Pact	1815.59	121.088	1512.87
59565	Spielmacher	Dwarves	1673.202	64.323	1512.3945
53880	Kewan	Skaven	1727.711	86.143	1512.3535
4341	Matte8	Wood Elves	1712.739	80.225	1512.1765
25039	Nîme_l_Ancien	Undead	1697.598	74.236	1512.008
83929	itchen	Dark Elves	1725.426	85.43	1511.8509999999999
18631	Tommer	Undead	1774.679	105.175	1511.7415
65071	canta	Chaos Dwarves	1669.525	63.146	1511.66
50968	Rodney_Dangerfield	Skaven	1788.542	110.76	1511.6419999999998
42064	SolarFlare	Norse	1865.888	141.705	1511.6254999999999
8192	Omake	Wood Elves	1722.189	84.439	1511.0915
176066	Shirokov	Ogres	1709.057	79.187	1511.0895
149486	cyg-obsidian	Elves	1666.792	62.337	1510.9495
12100	Skuld	Humans	1753.77	97.164	1510.86
83307	MissSweden	Dark Elves	1777.298	106.606	1510.783
69975	Phoenix11	Chaos Dwarves	1731.904	88.48	1510.704
70405	GardenGnome	Chaos Dwarves	1739.228	91.41	1510.703
141487	Oventa	Necromantic	1732.158	88.597	1510.6654999999998
154826	SirMayans	Khemri	1746.856	94.516	1510.566
71898	Verrinho	Chaos Dwarves	1686.485	70.45	1510.36
86416	donpimpon	Dark Elves	1745.588	94.157	1510.1955
84340	Banelord	Dark Elves	1755.462	98.213	1509.9295
148481	Notorious_jtb	Elves	1806.196	118.638	1509.6009999999999
28797	MissSweden	Orc	1801.256	116.712	1509.476
59261	Grotuk	Dwarves	1719.948	84.192	1509.468
67539	frozenflame	Chaos Dwarves	1854.339	137.995	1509.3515
23273	morpao	Undead	1673.066	65.499	1509.3185
2269	mago	Wood Elves	1712.789	81.458	1509.144
7049	Murzh	Wood Elves	1676.288	66.859	1509.1405
22303	Moro84	Undead	1645.294	54.463	1509.1365
41132	Purdindas	Norse	1663.675	61.87	1509.0
5180	docmaxx	Wood Elves	1662.267	61.393	1508.7845
139358	GORGOROTH	Necromantic	1695.308	74.659	1508.6605
66782	ferbi	Chaos Dwarves	1691.469	73.289	1508.2465
169	Pnita	Wood Elves	1786.17	111.182	1508.2150000000001
143085	GardenGnome	Necromantic	1744.874	94.691	1508.1465
49277	Jonny_Kanone	Skaven	1802.057	117.569	1508.1345000000001
3176	Endalos	Wood Elves	1650.509	56.991	1508.0315
25731	Besters	Undead	1744.024	94.496	1507.7839999999999
23927	Glamdryn	Undead	1758.165	100.162	1507.76
3530	Hawca	Wood Elves	1720.28	85.048	1507.6599999999999
177724	ADG	Ogres	1769.463	104.724	1507.653
87094	Samdulac	Dark Elves	1706.147	79.402	1507.6419999999998
117913	Valen	Amazons	1746.832	95.733	1507.4995000000001
58113	doomington	Dwarves	1715.737	83.311	1507.4595
2929	panicoblack	Wood Elves	1650.608	57.299	1507.3605
7561	Besters	Wood Elves	1720.623	85.31	1507.348
59363	Frikipe	Dwarves	1763.868	102.679	1507.1705
145031	inforthepain	Necromantic	1756.137	99.607	1507.1195
53754	Roller	Skaven	1758.473	100.572	1507.043
52683	Martoni	Skaven	1724.134	86.861	1506.9815
73776	Alronno	Lizardmen	1893.129	154.488	1506.9089999999999
166559	Driesfield	Nurgle's Rotters	1692.77	74.349	1506.8975
43901	Besters	Norse	1754.998	99.408	1506.478
40889	arioso	Norse	1663.389	62.914	1506.1039999999998
82179	Purplegoo	Dark Elves	1718.465	84.946	1506.1
25019	dontcallmeflossy	Undead	1734.413	91.358	1506.018
25067	Beldilucho	Undead	1694.219	75.355	1505.8315
30129	Liam	Orc	1676.503	68.276	1505.8129999999999
20729	Tripleskull	Undead	1736.367	92.388	1505.397
203329	Owen86	Chaos Pact	1719.116	85.51	1505.341
112035	Skuld	Amazons	1768.616	105.445	1505.0035
51606	badstorm	Skaven	1635.926	52.499	1504.6785
1160	Korgluk	Wood Elves	1752.395	99.092	1504.665
52505	Yena	Skaven	1722.089	86.98	1504.639
8611	grant85	Wood Elves	1658.57	61.609	1504.5475
51614	Doubleskulls	Skaven	1864.119	143.882	1504.4139999999998
111778	cloud	Amazons	1656.492	60.853	1504.3595
13809	Grither	Humans	1852.772	139.523	1503.9645
23388	D_Arquebus	Undead	1753.153	99.691	1503.9255
145206	baiocco	Necromantic	1685.542	72.651	1503.9144999999999
69010	Gotti	Chaos Dwarves	1697.527	77.462	1503.872
54971	Tommer	Dwarves	1722.875	87.619	1503.8274999999999
87809	Da_Great_MC	Dark Elves	1750.666	98.736	1503.826
2363	isenmike	Wood Elves	1797.049	117.338	1503.704
77020	kfoged	Lizardmen	1702.214	79.412	1503.684
75801	Notorious_jtb	Lizardmen	1890.729	154.877	1503.5365000000002
50127	Lycos	Skaven	1724.935	88.566	1503.52
74516	Kithor	Lizardmen	1764.579	104.434	1503.494
3015	Skuld	Wood Elves	1736.413	93.168	1503.493
214064	ADG	Underworld	1771.047	107.261	1502.8945
88325	Pipey	Dark Elves	1789.66	114.756	1502.77
87489	SolarFlare	Dark Elves	1846.95	137.695	1502.7125
86561	Parroco	Dark Elves	1703.142	80.24	1502.5420000000001
4184	Estremo	Wood Elves	1742.862	96.142	1502.507
26305	Kaltenland	Undead	1774.697	108.89	1502.4719999999998
37881	jrock56	Norse	1696.529	77.731	1502.2015000000001
28973	Creature	Orc	1720.425	87.451	1501.7975
77437	Don_Vito	Lizardmen	1746.015	97.701	1501.7625
142881	shogunfrance	Necromantic	1672.758	68.407	1501.7405
10586	Thomsy	Humans	1755.158	101.415	1501.6205
63311	Geggster	Dwarves	1703.797	80.913	1501.5145
83427	Vincekiller	Dark Elves	1721.217	87.925	1501.4045
205999	Noerciux	Chaos Pact	1701.502	80.062	1501.347
25855	MrCappuccino	Undead	1674.757	69.403	1501.2495000000001
86558	Lizardcore	Dark Elves	1928.136	170.868	1500.966
74181	Thomsy	Lizardmen	1819.621	127.53	1500.796
56192	Asgair	Dwarves	1743.111	96.929	1500.7885
1514	barry	Wood Elves	1711.608	84.331	1500.7804999999998
4702	Lycos	Wood Elves	1681.135	72.157	1500.7425
55694	nans	Dwarves	1647.664	58.772	1500.734
170350	disk	Nurgle's Rotters	1805.042	121.777	1500.5994999999998
163246	Geggster	Khemri	1748.285	99.093	1500.5525
57975	FischerKing	Dwarves	1825.918	130.153	1500.5355
201255	Spartako	Chaos Pact	1768.818	107.494	1500.083
145136	Sladmortis	Necromantic	1823.822	129.669	1499.6495
24074	Gulhdan	Undead	1712.134	85.06	1499.484
211039	Jokaero	Underworld	1793.978	117.84	1499.3780000000002
82793	Galanthil	Dark Elves	1675.094	70.31	1499.319
35735	Jaqra	Orc	1752.906	101.439	1499.3085
9466	SirMayans	Humans	1723.656	89.745	1499.2935
136523	Hamstertaker	Necromantic	1673.794	69.803	1499.2865000000002
46591	Menzogna	Skaven	1745.148	98.398	1499.1529999999998
148360	Tristelune	Elves	1798.531	119.769	1499.1084999999998
41558	D_Arquebus	Norse	1747.079	99.254	1498.944
24367	fluffy_bunny	Undead	1716.988	87.223	1498.9305
7241	MaD	Wood Elves	1675.785	70.759	1498.8875
75239	Tripleskull	Lizardmen	1746.854	99.206	1498.839
215169	darthmael	Underworld	1776.699	111.164	1498.789
87849	Kiave	Dark Elves	1663.679	65.982	1498.7240000000002
114129	ADG	Amazons	1765.105	106.658	1498.46
83150	Spartako	Dark Elves	1753.884	102.221	1498.3315
26031	Sulidamor	Undead	1744.681	98.603	1498.1735
8128	nightwind	Wood Elves	1792.464	117.787	1497.9965
6044	Da_Great_MC	Wood Elves	1774.428	110.638	1497.833
37889	gken1	Norse	1932.004	173.694	1497.769
78979	AL13N	Lizardmen	1751.086	101.377	1497.6435000000001
152229	Nîme_l_Ancien	Elves	1729.167	92.711	1497.3895
52986	Besters	Skaven	1667.246	67.952	1497.366
32584	Samdulac	Orc	1731.306	93.578	1497.361
89827	Nathaniël	Dark Elves	1699.327	80.794	1497.342
6606	shogunfrance	Wood Elves	1692.907	78.227	1497.3395
24030	Gunnar_Bulvi	Undead	1734.703	94.971	1497.2755
202034	itchen	Chaos Pact	1758.306	104.417	1497.2635
148582	Astypal	Elves	1700.274	81.211	1497.2465
165694	itchen	Nurgle's Rotters	1735.731	95.414	1497.196
58851	Matte8	Dwarves	1699.351	80.892	1497.121
21572	DaBoar	Undead	1713.879	86.807	1496.8615
51285	Gunnar_Bulvi	Skaven	1718.793	88.779	1496.8455
45096	inforthepain	Norse	1773.339	110.678	1496.644
45141	Geggster	Norse	1763.356	106.702	1496.601
81685	jelmer	Lizardmen	1782.1	114.276	1496.4099999999999
152439	apethemin	Elves	1856.44	144.078	1496.2450000000001
41761	Harti	Norse	1825.238	131.6	1496.238
136405	coach_iosu	Necromantic	1811.583	126.147	1496.2155
23368	Elyoukey	Undead	1712.295	86.461	1496.1425000000002
63168	F.XIII	Dwarves	1854.356	143.287	1496.1385
114232	Oventa	Amazons	1722.484	90.556	1496.094
45050	OZjesting	Norse	1946.697	180.335	1495.8594999999998
6728	verminardo	Wood Elves	1864.828	147.603	1495.8204999999998
55259	Tyrion13	Dwarves	1697.479	80.686	1495.7640000000001
80378	giorss	Lizardmen	1715.182	87.813	1495.6495
62621	Jaap	Dwarves	1721.984	90.556	1495.594
50149	Grither	Skaven	1832.198	134.685	1495.4855000000002
153305	HighElfMage	Elves	1903.12	163.071	1495.4424999999999
85152	Mootaz	Dark Elves	1702.552	82.853	1495.4195
42755	Ambush3	Norse	1741.02	98.243	1495.4125
116581	Besters	Amazons	1699.679	81.733	1495.3465
38351	sigu70	Norse	1720.544	90.129	1495.2215
34940	MrCappuccino	Orc	1711.718	86.622	1495.163
1819	LEGOLAS74	Wood Elves	1704.092	83.572	1495.162
84250	Darth_Dreddolo	Dark Elves	1665.93	68.33	1495.105
74434	Mepmuff	Lizardmen	1738.326	97.289	1495.1035
71970	hammer16	Chaos Dwarves	1695.488	80.171	1495.0605
149700	kfoged	Elves	1747.655	101.046	1495.04
30294	horekim	Orc	1722.821	91.19	1494.846
24098	Podfrey	Undead	1719.306	89.81	1494.781
19833	Tim	Undead	1773.082	111.38	1494.632
6214	darthmael	Wood Elves	1734.686	96.173	1494.2534999999998
193703	Manz62	Slann	1697.464	81.4	1493.964
18399	Puppolo	Undead	1656.084	64.881	1493.8815
88180	Ambush3	Dark Elves	1699.74	82.345	1493.8775
64018	dragons	Chaos Dwarves	1728.468	93.869	1493.7955000000002
115917	Beldilucho	Amazons	1718.348	89.865	1493.6855
1372	sadface	Wood Elves	1654.96	64.533	1493.6275
39369	Driesfield	Norse	1678.497	73.976	1493.557
11549	Father_Gailus	Humans	1753.586	104.019	1493.5385
140063	delevus	Necromantic	1792.312	119.529	1493.4895
81573	Valen	Lizardmen	1800.303	122.777	1493.3605000000002
59922	Itzla	Dwarves	1711.136	87.197	1493.1435
20187	frostitute	Undead	1876.956	153.532	1493.1259999999997
142941	melisqus	Necromantic	1683.725	76.346	1492.86
22576	Janninu	Undead	1693.944	80.461	1492.7915
58495	Virral	Dwarves	1720.112	90.987	1492.6445
117507	GrosBen	Amazons	1689.357	78.739	1492.5095
144386	Jaap	Necromantic	1661.201	67.477	1492.5085
143851	Pulpo_Fiction	Necromantic	1744.103	100.653	1492.4705000000001
80734	SpecialOne	Lizardmen	1690.348	79.194	1492.3629999999998
15809	maniehl	Humans	1802.84	124.282	1492.135
59093	NippyLongskar	Dwarves	1661.296	67.745	1491.9335
95326	joaco	High Elves	1810.435	127.401	1491.9325
123214	ADG	Chaos	1762.375	108.182	1491.92
61320	GardenGnome	Dwarves	1726.648	93.92	1491.848
138990	Thantalas	Necromantic	1674.537	73.088	1491.817
97230	Phoenix11	High Elves	1671.766	72.017	1491.7235
104016	Stimme	Halflings	1770.363	111.474	1491.678
90100	Barbossa	Dark Elves	1652.431	64.314	1491.6460000000002
28648	ibram	Orc	1732.72	96.44	1491.6200000000001
160489	Da_Great_MC	Khemri	1760.963	107.776	1491.523
71366	OON	Chaos Dwarves	1652.869	64.567	1491.4515
22821	donpimpon	Undead	1801.184	123.915	1491.3964999999998
88493	verminardo	Dark Elves	1850.154	143.521	1491.3515
5103	morpao	Wood Elves	1700.62	83.715	1491.3325
66170	Banelord	Chaos Dwarves	1725.054	93.538	1491.209
20030	Joluveal	Undead	1718.904	91.111	1491.1265
7771	OON	Wood Elves	1672.585	72.594	1491.1000000000001
140106	fatfinley	Necromantic	1785.766	117.883	1491.0585
11954	Dirold	Humans	1772.013	112.395	1491.0255
82896	Sprinter	Dark Elves	1699.899	83.55	1491.024
23050	bojo	Undead	1759.747	107.518	1490.952
23725	sann0638	Undead	1674.493	73.423	1490.9355
27332	DarkSteve	Orc	1667.732	70.739	1490.8845
96062	Oventa	High Elves	1724.628	93.57	1490.703
8513	wilzif	Wood Elves	1751.502	104.352	1490.6219999999998
13166	Stimme	Humans	1814.063	129.378	1490.6180000000002
142794	Duke_Luthor_Von_Hawkfire	Necromantic	1685.305	77.891	1490.5775
76513	Vash666	Lizardmen	1697.439	82.756	1490.549
28004	Tyrion13	Orc	1762.315	108.805	1490.3025
90376	grant85	Dark Elves	1779.467	115.716	1490.1770000000001
21717	Frost	Undead	1797.342	122.882	1490.1370000000002
47644	Tank	Skaven	1760.067	107.996	1490.077
37903	garrick	Norse	1675.443	74.158	1490.048
593	cyberedelf	Wood Elves	1780.927	116.388	1489.9569999999999
45201	Sladmortis	Norse	1752.854	105.363	1489.4465
4714	Thibault	Wood Elves	1730.502	96.424	1489.442
79804	RentTreznor	Lizardmen	1877.725	155.342	1489.37
155338	Obelix	Khemri	1760.077	108.32	1489.277
19919	Sputnik	Undead	1704.108	85.948	1489.238
78404	SolarFlare	Lizardmen	1801.562	124.961	1489.1595
83185	Cracol	Dark Elves	1721.816	93.105	1489.0535
24364	Teg	Undead	1749.691	104.362	1488.786
19671	Thomsy	Undead	1849.177	144.163	1488.7694999999999
23679	YogiBedlamBear	Undead	1668.197	71.854	1488.562
124142	Maitre_tactac	Chaos	1804.672	126.484	1488.462
15435	mubo	Humans	1734.085	98.283	1488.3775
78764	Kiave	Lizardmen	1681.292	77.228	1488.222
80155	Malasnoticias	Lizardmen	1772.921	113.883	1488.2135
18624	Dani112233	Undead	1740.869	101.074	1488.184
136829	mynock	Necromantic	1754.952	106.735	1488.1145000000001
138850	Banelord	Necromantic	1695.463	82.941	1488.1105
175468	Topper	Ogres	1756.974	107.616	1487.934
24550	Phoenix11	Undead	1756.599	107.56	1487.699
156683	SewerRat	Khemri	1787.98	120.138	1487.635
23894	SolarFlare	Undead	1801.101	125.4	1487.601
62518	obeliz	Dwarves	1663.563	70.434	1487.478
95959	ADG	High Elves	1763.739	110.546	1487.374
179693	BiBi	Ogres	1800.902	125.487	1487.1845
2588	Rockstar	Wood Elves	1732.034	97.97	1487.1090000000002
130	coach_iosu	Wood Elves	1664.999	71.166	1487.084
189261	Besters	Vampires	1812.879	130.341	1487.0265
1420	Cracol	Wood Elves	1699.009	84.811	1486.9814999999999
30173	Manz62	Orc	1690.86	81.604	1486.85
113342	Leonek	Amazons	1740.437	101.457	1486.7945
10532	Freud	Humans	1715.048	91.325	1486.7355
116280	hicl	Amazons	1743.492	102.742	1486.637
31388	Moro84	Orc	1666.648	72.019	1486.6005
159554	ADG	Khemri	1758.547	108.781	1486.5945000000002
114246	dionysian	Amazons	1745.906	103.738	1486.561
26601	20phoenix	Undead	1653.233	66.701	1486.4805
18551	SirMayans	Undead	1725.798	95.732	1486.468
80613	idroj	Lizardmen	1739.434	101.26	1486.2839999999999
42504	twodiceblock	Norse	1691.02	81.896	1486.28
68868	Nicap	Chaos Dwarves	1767.679	112.591	1486.2015000000001
138062	Flix	Necromantic	1880.779	157.842	1486.174
51099	Beppe	Skaven	1712.622	90.592	1486.142
75709	Driesfield	Lizardmen	1668.231	72.926	1485.916
203678	Darkstorm	Chaos Pact	1652.477	66.665	1485.8145
138136	Mindless	Necromantic	1724.549	95.531	1485.7214999999999
86983	D_Arquebus	Dark Elves	1772.105	114.587	1485.6375
87180	Gotti	Dark Elves	1670.678	74.024	1485.6180000000002
5226	dionysian	Wood Elves	1652.746	66.864	1485.586
60963	ktulu	Dwarves	1716.767	92.511	1485.4895000000001
113204	Estremo	Amazons	1670.963	74.273	1485.2804999999998
139149	Liam	Necromantic	1727.74	97.049	1485.1175
81372	Ulrik	Lizardmen	1690.769	82.426	1484.704
114107	silkoun	Amazons	1752.877	107.301	1484.6245
86618	Frikipe	Dark Elves	1943.281	183.463	1484.6235
54121	Black_Jack	Skaven	1756.121	108.687	1484.4035000000001
48378	coinjock	Skaven	1760.019	110.277	1484.3265000000001
112997	Candlejack	Amazons	1729.56	98.233	1483.9775
65064	beaux	Chaos Dwarves	1747.408	105.442	1483.8029999999999
114916	Pauman	Amazons	1798.235	125.799	1483.7375
29458	Netsmurf	Orc	1689.267	82.243	1483.6595
5109	ADG	Wood Elves	1715.369	92.717	1483.5765
21700	Hawca	Undead	1671.329	75.131	1483.5014999999999
97119	dekra1979	High Elves	1683.093	79.84	1483.493
209757	Gaixo	Underworld	1800.875	127.016	1483.335
68813	D_Arquebus	Chaos Dwarves	1741.483	103.26	1483.3329999999999
68704	ADG	Chaos Dwarves	1739.862	102.676	1483.172
59267	Don_Vito	Dwarves	1702.87	87.893	1483.1374999999998
21	Eddie	Wood Elves	1689.243	82.482	1483.038
30802	Frost	Orc	1789.787	122.748	1482.917
38149	landrover	Norse	1624.442	56.617	1482.8995
55606	Alronno	Dwarves	1686.292	81.387	1482.8245
159169	Grither	Khemri	1770.657	115.15	1482.782
73380	OeilCendre	Lizardmen	1747.629	105.959	1482.7314999999999
87023	goss	Dark Elves	1637.42	61.878	1482.7250000000001
73797	MadMan70	Lizardmen	1752.11	107.908	1482.34
83313	Ceetee	Dark Elves	1672.293	75.991	1482.3155
66448	Topper	Chaos Dwarves	1726.517	97.761	1482.1145000000001
69319	SolarFlare	Chaos Dwarves	1759.505	110.959	1482.1075
67142	Frost	Chaos Dwarves	1841.301	143.712	1482.021
19711	jrock56	Undead	1683.559	80.631	1481.9814999999999
33869	rakkar	Orc	1708.676	90.809	1481.6535
46801	drdeath	Skaven	1729.664	99.21	1481.6390000000001
67429	dazedmw	Chaos Dwarves	1700.695	87.707	1481.4275
121893	delevus	Chaos	1715.449	93.627	1481.3815
42014	Beppe	Norse	1697.535	86.509	1481.2625
66469	Liam	Chaos Dwarves	1699.256	87.21	1481.2310000000002
81187	quentin	Lizardmen	1764.647	113.382	1481.192
76067	Mootaz	Lizardmen	1712.165	92.399	1481.1675
86692	Nainfa	Dark Elves	1682.747	80.663	1481.0895
182690	strider84	Vampires	1745.69	105.889	1480.9675000000002
144604	Roller	Necromantic	1733.29	100.943	1480.9325
36508	FrenchBenny	Norse	1628.351	58.996	1480.861
29339	Jokaero	Orc	1764.128	113.359	1480.7305
38589	Gentil_Novice	Norse	1680.303	79.834	1480.718
77735	Spielmacher	Lizardmen	1666.619	74.367	1480.7015
111505	Darth_Dreddolo	Amazons	1661.555	72.345	1480.6925
186809	ADG	Vampires	1756.414	110.351	1480.5365
213088	Moro84	Underworld	1669.97	75.875	1480.2825
116608	varagh	Amazons	1732.074	100.728	1480.2540000000001
113777	Don_Vito	Amazons	1747.804	107.028	1480.2340000000002
138120	charditobravo	Necromantic	1737.396	102.874	1480.211
139270	AndyDavo	Necromantic	1791.73	124.612	1480.2
58780	BlackOrc	Dwarves	1631.293	60.457	1480.1505
197863	BiBi	Slann	1769.793	115.954	1479.908
115400	Phoenix11	Amazons	1727.597	99.086	1479.882
1234	scarloc	Wood Elves	1665.031	74.066	1479.866
26105	Josepe	Undead	1634.864	62.056	1479.7240000000002
148375	Skuld	Elves	1807.547	131.175	1479.6095
21185	Skuld	Undead	1698.904	87.741	1479.5515
24384	darthmael	Undead	1710.716	92.59	1479.241
137547	Joanet	Necromantic	1658.033	71.519	1479.2354999999998
142178	pellevin	Necromantic	1639.528	64.229	1478.9555
118486	SirMayans	Chaos	1785.643	122.688	1478.923
9481	Pollo	Humans	1701.26	88.959	1478.8625
89314	bletos	Dark Elves	1761.001	112.903	1478.7435
20309	principe_vegeta	Undead	1781.684	121.22	1478.634
56011	Thomsy	Dwarves	1731.391	101.119	1478.5935
139290	Skuld	Necromantic	1745.986	106.96	1478.5860000000002
69856	Junior84	Chaos Dwarves	1656.768	71.315	1478.4805000000001
46172	babass	Skaven	1804.671	130.526	1478.356
19684	barry	Undead	1670.11	76.703	1478.3525
2029	SSB	Wood Elves	1691.05	85.214	1478.0149999999999
22719	arioso	Undead	1721.701	97.502	1477.946
3547	Frost	Wood Elves	1793.295	126.144	1477.935
7880	jmanu	Wood Elves	1755.812	111.172	1477.8819999999998
69994	Rolex	Chaos Dwarves	1695.123	86.899	1477.8755
77394	Thibault	Lizardmen	1714.869	94.803	1477.8615
30453	Sandune	Orc	1766.261	115.396	1477.771
184553	Topper	Vampires	1792.035	125.709	1477.7625
76488	Darkstorm	Lizardmen	1717.713	95.99	1477.738
26625	Kewan	Undead	1730.502	101.203	1477.4945
3902	K	Wood Elves	1623.906	58.567	1477.4885
80044	DonJoker	Lizardmen	1736.191	103.5	1477.441
21331	Opulis	Undead	1797.235	127.976	1477.2949999999998
1563	garrick	Wood Elves	1710.405	93.261	1477.2525
29284	SSB	Orc	1624.595	58.972	1477.165
59402	DWBailey	Dwarves	1778.097	120.428	1477.027
51694	dekra1979	Skaven	1647.431	68.191	1476.9535
113873	Frikipe	Amazons	1739.992	105.252	1476.862
67383	delevus	Chaos Dwarves	1789.651	125.17	1476.726
23582	Itzla	Undead	1708.636	92.774	1476.701
98548	giorss	High Elves	1720.29	97.509	1476.5175
27605	daht	Orc	1668.274	76.769	1476.3514999999998
119892	Flix	Chaos	1757.697	112.58	1476.2469999999998
150084	Grither	Elves	1818.334	136.907	1476.0665
41873	magictobe	Norse	1686.071	84.171	1475.6435
169426	Pauman	Nurgle's Rotters	1794.493	127.578	1475.548
72473	shadow	Chaos Dwarves	1801.39	130.339	1475.5425
113448	Elinfame	Amazons	1640.025	65.86	1475.375
56051	jrock56	Dwarves	1733.653	103.318	1475.358
111263	Canales	Amazons	1758.87	113.432	1475.29
50643	D_Arquebus	Skaven	1707.33	92.823	1475.2725
55175	Poncis13	Dwarves	1653.459	71.305	1475.1965
79133	ktulu	Lizardmen	1684.253	83.692	1475.023
67572	Candlejack	Chaos Dwarves	1731.209	102.475	1475.0215
114744	SolarFlare	Amazons	1830.754	142.314	1474.969
8030	Ptitjaune	Wood Elves	1722.342	98.956	1474.952
115734	Hely	Amazons	1709.428	93.814	1474.893
115493	Hobnail	Amazons	1654.412	71.821	1474.8595
141473	Elyoukey	Necromantic	1694.156	87.749	1474.7835
168748	D_Arquebus	Nurgle's Rotters	1735.099	104.146	1474.734
145153	shadow	Necromantic	1776.299	120.626	1474.734
37854	barry	Norse	1762.28	115.08	1474.58
28803	Ceetee	Orc	1708.615	93.653	1474.4825
21319	Ghostdog	Undead	1701.835	90.943	1474.4775
44475	Kaltenland	Norse	1791.221	126.764	1474.3110000000001
4770	Gus_	Wood Elves	1710.064	94.354	1474.179
85857	Caid	Dark Elves	1655.838	72.816	1473.798
34438	Peter_Blas_y_2_Mas	Orc	1793.032	127.744	1473.672
60789	Casebolt	Dwarves	1752.912	111.727	1473.5945000000002
63085	Tarra	Dwarves	1730.396	102.732	1473.566
81277	Etheran	Lizardmen	1632.768	63.694	1473.533
33921	melisqus	Orc	1722.901	99.793	1473.4185
44771	20phoenix	Norse	1806.294	133.205	1473.2815
22022	Jonny_Kanone	Undead	1787.625	125.75	1473.25
87255	cedric19	Dark Elves	1830.582	143.014	1473.047
145567	gorgoth	Elves	1657.61	73.886	1472.895
124624	Duke_Luthor_Von_Hawkfire	Chaos	1781.169	123.336	1472.8290000000002
115490	MattRobson	Amazons	1714.518	96.742	1472.663
22724	Foxxx	Undead	1664.777	76.86	1472.627
3623	andrea_parrella	Wood Elves	1648.501	70.353	1472.6185
86055	RedDawn	Dark Elves	1686.353	85.537	1472.5105
31291	grosnain	Orc	1689.707	86.91	1472.4320000000002
91621	skummy	High Elves	1949.358	190.817	1472.3155
