	coach	race	mu	phi	value
35797	Leyron	Orc	1579.371	137.744	1235.011
53656	Beanbag	Skaven	1493.742	103.494	1235.007
56454	Baltus	Dwarves	1547.341	124.944	1234.9809999999998
69218	Gimli	Chaos Dwarves	1680.933	178.391	1234.9555
194366	Micanser	Slann	1524.633	115.873	1234.9505
201840	Stu2	Chaos Pact	1537.195	120.912	1234.915
116861	Wonderboy	Amazons	1638.787	161.552	1234.9070000000002
141476	Ini_cochambroso	Necromantic	1571.571	134.671	1234.8935
76609	Pimax	Lizardmen	1543.521	123.453	1234.8885
59393	picon	Dwarves	1714.41	191.809	1234.8875
59271	Horus07	Dwarves	1609.288	149.763	1234.8805
34681	joker_BBBL	Orc	1596.951	144.852	1234.821
11228	Patxijack	Humans	1425.631	76.325	1234.8185
22467	copo21	Undead	1522.646	115.131	1234.8184999999999
60297	Vimes	Dwarves	1546.9	124.834	1234.815
186716	fol82	Vampires	1562.586	131.119	1234.7885
201200	Ulvardar	Chaos Pact	1509.293	109.81	1234.768
113561	JJ	Amazons	1551.72	126.781	1234.7675
66658	keggiemckill	Chaos Dwarves	1562.651	131.154	1234.766
85661	ottaxhol	Dark Elves	1556.465	128.682	1234.76
218842	Gaixo	Khorne	1696.991	184.915	1234.7035
116495	Malasnoticias	Amazons	1526.552	116.74	1234.702
102788	Topper	Halflings	1632.875	159.298	1234.63
136958	marloch	Necromantic	1479.29	97.868	1234.62
66463	Florrent	Chaos Dwarves	1598.041	145.373	1234.6084999999998
6	Ronnie	Wood Elves	1562.108	131.004	1234.598
150688	Marc.Andy	Elves	1515.601	112.41	1234.576
45511	peso	Skaven	1507.941	109.346	1234.576
52223	Tyridium	Skaven	1643.703	163.651	1234.5755
185736	grosnain	Vampires	1711.422	190.742	1234.567
433	isildur	Wood Elves	1619.734	154.081	1234.5315
31534	mrjuggalowarfare	Orc	1633.474	159.584	1234.514
212108	Ivan_Landwehr	Underworld	1565.927	132.574	1234.4919999999997
78197	goldbaek	Lizardmen	1545.814	124.54	1234.464
111269	Gentil_Novice	Amazons	1539.554	122.046	1234.439
214365	Dude	Underworld	1610.636	150.483	1234.4285
1085	Krougnass	Wood Elves	1627.839	157.374	1234.404
28338	spleggy	Orc	1544.458	124.022	1234.403
18899	BudSpencer	Undead	1660.545	170.457	1234.4025000000001
63437	BUD	Dwarves	1639.893	162.204	1234.383
45031	Khelby	Norse	1612.968	151.438	1234.373
1460	Frank	Wood Elves	1546.0	124.669	1234.3274999999999
107665	lauth81	Halflings	1557.517	129.276	1234.327
132611	Harti	Goblins	1534.501	120.071	1234.3235
54288	mrbrownesquire	Skaven	1554.104	127.929	1234.2815
177407	Purdindas	Ogres	1536.13	120.741	1234.2775000000001
57502	Zultan907	Dwarves	1642.806	163.43	1234.231
202721	MightyZuk	Chaos Pact	1678.396	177.673	1234.2134999999998
114020	SierraKiloBravo	Amazons	1684.866	180.265	1234.2035
159845	elklingonesfacil	Khemri	1517.321	113.248	1234.201
31099	Barney_the_Lurker	Orc	1524.947	116.299	1234.1995
1383	MSpanke	Wood Elves	1645.004	164.322	1234.1989999999998
37436	Alronno	Norse	1595.855	144.672	1234.175
203493	andrea_parrella	Chaos Pact	1529.23	118.029	1234.1575
119973	Lockmund	Chaos	1559.453	130.121	1234.1505
167232	british_dog	Nurgle's Rotters	1572.771	135.458	1234.126
12323	atomikbour	Humans	1547.358	125.293	1234.1254999999999
43486	manugambler	Norse	1561.569	130.981	1234.1165
84450	flyingdingle	Dark Elves	1741.236	202.851	1234.1085
53023	Missqued	Skaven	1529.483	118.15	1234.108
26040	howlinggriffon	Undead	1546.862	125.134	1234.027
40776	Talanis	Norse	1526.417	116.957	1234.0245
15799	Hely	Humans	1616.129	152.845	1234.0165
2098	seagull	Wood Elves	1490.793	102.733	1233.9605
24635	Longstride	Undead	1504.942	108.409	1233.9195
1025	Floridaboy	Wood Elves	1635.57	160.662	1233.915
64201	Red	Chaos Dwarves	1558.113	129.692	1233.883
167958	Elinfame	Nurgle's Rotters	1523.877	115.999	1233.8795
30255	Tristelune	Orc	1566.519	133.066	1233.854
23190	Hellraiser	Undead	1590.563	142.698	1233.8180000000002
33492	Tartignolle	Orc	1626.951	157.261	1233.7985
88722	tigershark2000	Dark Elves	1574.448	136.277	1233.7555000000002
140579	Boggolegobbo	Necromantic	1518.523	113.912	1233.743
14381	Bakunin	Humans	1609.639	150.368	1233.719
57112	Volstagg	Dwarves	1512.235	111.414	1233.6999999999998
71243	noxino	Chaos Dwarves	1474.988	96.52	1233.688
45627	Toturi	Skaven	1640.03	162.543	1233.6725
14640	sann0638	Humans	1530.409	118.713	1233.6265
51054	KellyHutchinson	Skaven	1750.327	206.683	1233.6195
60800	dansdevil	Dwarves	1616.057	152.979	1233.6095
30328	furstyferret	Orc	1544.987	124.554	1233.602
85794	Chou	Dark Elves	1577.297	137.491	1233.5695
91264	Purplegoo	High Elves	1554.59	128.409	1233.5674999999999
973	Venomous_Breath	Wood Elves	1599.566	146.403	1233.5585
138674	Sneky	Necromantic	1519.183	114.253	1233.5505
179746	lukeadrian	Ogres	1580.305	138.717	1233.5125
148830	zahiko	Elves	1607.441	149.573	1233.5085
207134	duder	Chaos Pact	1647.457	165.587	1233.4895000000001
80534	cudasquarius	Lizardmen	1554.749	128.509	1233.4765
33728	Hobnail	Orc	1508.674	110.08	1233.474
93381	Chapuzas	High Elves	1576.814	137.342	1233.459
65089	Zig	Chaos Dwarves	1514.296	112.338	1233.451
111073	Urigv	Amazons	1565.347	132.765	1233.4345
26164	Azoth	Undead	1596.354	145.17	1233.429
158867	Whiskeyjack	Khemri	1489.508	102.455	1233.3705
35007	Kailer	Orc	1576.542	137.27	1233.367
103766	fatfinley	Halflings	1616.223	153.143	1233.3654999999999
118616	Kikko	Chaos	1569.577	134.486	1233.362
112790	Loki	Amazons	1565.928	133.036	1233.3380000000002
53295	howlinggriffon	Skaven	1515.288	112.781	1233.3355000000001
3299	Farfa	Wood Elves	1725.713	196.97	1233.288
169458	Podfrey	Nurgle's Rotters	1617.184	153.561	1233.2815
50008	NippyLongskar	Skaven	1574.139	136.348	1233.2689999999998
41158	peo2223	Norse	1497.333	105.626	1233.268
100389	Dani112233	Halflings	1554.289	128.411	1233.2615
188749	Murzh	Vampires	1541.94	123.473	1233.2575000000002
88731	Marulick	Dark Elves	1550.868	127.046	1233.253
21888	nayfan	Undead	1563.591	132.145	1233.2285
171494	Panzer68	Nurgle's Rotters	1467.557	93.732	1233.227
59360	mhaley82	Dwarves	1516.327	113.258	1233.182
53723	Fubar	Skaven	1623.969	156.317	1233.1765
197869	KSHARPER	Slann	1549.567	126.568	1233.147
49780	Prunk-Frosch	Skaven	1544.627	124.593	1233.1444999999999
104686	Grotuk	Halflings	1592.111	143.587	1233.1435000000001
35244	Bossbazi	Orc	1557.199	129.635	1233.1115
7500	_Godzilla_	Wood Elves	1586.995	141.554	1233.11
100938	Merrick	Halflings	1398.081	65.991	1233.1035
34462	drandon	Orc	1651.952	167.556	1233.062
193935	nicodaz	Slann	1670.479	174.967	1233.0615
59518	alfonze	Dwarves	1565.767	133.093	1233.0345000000002
157526	txapo	Khemri	1566.95	133.573	1233.0175
167331	Titouch	Nurgle's Rotters	1649.707	166.689	1232.9845
93230	jt-y	High Elves	1417.314	73.762	1232.909
216673	atmiller666	Underworld	1655.598	169.111	1232.8205
49232	Rednick	Skaven	1548.009	126.076	1232.819
211835	ringbeard	Underworld	1563.594	132.322	1232.789
20760	Steel	Undead	1417.856	74.048	1232.7359999999999
208731	Sladmortis	Chaos Pact	1646.48	165.519	1232.6825
16892	Kevindez	Humans	1609.483	150.741	1232.6305
125002	Beldilucho	Chaos	1510.897	111.309	1232.6245
27098	TulloOstilio	Undead	1628.073	158.185	1232.6105000000002
216004	Murzh	Underworld	1537.608	122.012	1232.578
56365	Wraith	Dwarves	1585.545	141.202	1232.54
80023	docdeth	Lizardmen	1545.145	125.043	1232.5375
63967	gonmorcas	Chaos Dwarves	1453.504	88.393	1232.5214999999998
137845	Acid	Necromantic	1555.216	129.081	1232.5135
162315	howlinggriffon	Khemri	1594.637	144.868	1232.467
114316	Bakunin	Amazons	1607.18	149.903	1232.4225000000001
11957	KaduC	Humans	1563.818	132.562	1232.413
5415	Gotti	Wood Elves	1572.406	135.999	1232.4085
45294	ratogre	Norse	1607.526	150.049	1232.4035000000001
117155	Kaltenland	Amazons	1604.056	148.681	1232.3535
25622	Gabelliere	Undead	1552.67	128.138	1232.325
42961	nateponce	Norse	1774.531	216.883	1232.3235
175441	Oleg	Ogres	1608.117	150.328	1232.297
122744	Purple_Nurple	Chaos	1543.249	124.381	1232.2965
27324	Spazzfist	Orc	1540.762	123.39	1232.2869999999998
31418	Sebotouno	Orc	1527.336	118.032	1232.256
60364	Hullekoenig	Dwarves	1475.754	97.4	1232.254
70625	minenbonnie	Chaos Dwarves	1551.085	127.538	1232.24
109189	Pnita	Amazons	1588.107	142.352	1232.2269999999999
44348	obeliz	Norse	1591.104	143.552	1232.2240000000002
58539	Chou	Dwarves	1518.965	114.703	1232.2075
8596	ddark	Wood Elves	1616.674	153.794	1232.1889999999999
37466	ikki	Norse	1677.446	178.109	1232.1734999999999
137209	drannakh	Necromantic	1495.244	105.245	1232.1315
19975	Deetee	Undead	1496.29	105.672	1232.11
32885	SinisterDexter	Orc	1583.66	140.631	1232.0825
97117	Eldar666	High Elves	1554.012	128.774	1232.077
58700	saebelsultan	Dwarves	1641.389	163.73	1232.0639999999999
89562	NosPatris	Dark Elves	1536.264	121.683	1232.0565
105863	Podfrey	Halflings	1616.761	153.893	1232.0285
30689	talarius	Orc	1562.11	132.054	1231.975
48628	Bluevamp	Skaven	1624.487	157.005	1231.9745
149365	radster	Elves	1523.019	116.419	1231.9715
169929	Rolex	Nurgle's Rotters	1505.766	109.519	1231.9685
104518	NippyLongskar	Halflings	1534.019	120.824	1231.959
144597	Mr_T	Necromantic	1545.952	125.602	1231.9470000000001
160965	verbal_hm	Khemri	1509.205	110.911	1231.9274999999998
202235	Zusto	Chaos Pact	1621.407	155.792	1231.927
45220	pixmen	Norse	1489.72	103.121	1231.9175
4492	Culle	Wood Elves	1666.407	173.799	1231.9095
89622	user-default	Dark Elves	1452.061	88.065	1231.8985
6899	shlominus	Wood Elves	1589.613	143.09	1231.888
120098	octopus	Chaos	1518.096	114.492	1231.866
28019	gailn_kharghelen	Orc	1550.635	127.514	1231.85
10489	Mr_Flames	Humans	1711.137	191.715	1231.8494999999998
58848	misterhobbs	Dwarves	1605.414	149.428	1231.844
86775	Artica	Dark Elves	1424.737	77.17	1231.8120000000001
44291	Grotemuis	Norse	1605.46	149.462	1231.805
1695	SupWill0048	Wood Elves	1578.526	138.701	1231.7735
22250	Soycu	Undead	1579.905	139.257	1231.7624999999998
206161	Thot	Chaos Pact	1498.527	106.711	1231.7495000000001
147159	garthnait	Elves	1500.394	107.458	1231.749
125254	El_hombre	Chaos	1536.178	121.776	1231.738
56891	Masterfit	Dwarves	1550.891	127.671	1231.7135
201638	Pako_SF	Chaos Pact	1587.591	142.357	1231.6985
159443	nubs11	Khemri	1588.452	142.702	1231.6970000000001
196113	Marc.Andy	Slann	1483.595	100.763	1231.6875
140473	drako	Necromantic	1492.613	104.376	1231.673
416	kennels	Wood Elves	1510.421	111.501	1231.6685
18809	Parmeg	Undead	1564.975	133.331	1231.6475
40043	Firebreather	Norse	1496.441	105.926	1231.626
125973	Old_dwarf	Chaos	1555.614	129.606	1231.5990000000002
134134	Nazgob	Goblins	1502.703	108.442	1231.598
47984	Tripleskull	Skaven	1732.454	200.345	1231.5915
65405	Juanant	Chaos Dwarves	1567.262	134.273	1231.5794999999998
38702	zootsuitjeff	Norse	1480.99	99.769	1231.5675
136508	dacoach_dk	Necromantic	1586.109	141.824	1231.549
123622	goldbaek	Chaos	1507.161	110.258	1231.516
104067	Emi_-13-_	Halflings	1551.96	128.182	1231.505
113000	Benji	Amazons	1522.431	116.375	1231.4935
137935	Alkaline13	Necromantic	1485.449	101.588	1231.479
173853	Big-A	Ogres	1585.853	141.757	1231.4605000000001
13634	arioso	Humans	1537.191	122.302	1231.4360000000001
106408	Hobnail	Halflings	1508.844	110.965	1231.4315000000001
77274	Grumbledook	Lizardmen	1674.85	177.372	1231.4199999999998
55449	Velrys	Dwarves	1440.86	83.776	1231.4199999999998
26880	OZjesting	Undead	1664.96	173.422	1231.405
72318	dorkiek	Chaos Dwarves	1518.682	114.913	1231.3995
129160	Stu2	Goblins	1535.221	121.538	1231.376
71994	Dwarfrunner	Chaos Dwarves	1537.986	122.656	1231.346
4912	Sharky2k	Wood Elves	1618.233	154.756	1231.3429999999998
13194	Dropshort	Humans	1588.257	142.771	1231.3295
156020	rippersly	Khemri	1635.605	161.713	1231.3225
121451	DukeJan	Chaos	1489.879	103.423	1231.3215
138157	Leonida	Necromantic	1466.557	94.1	1231.307
44242	ATWA	Norse	1538.779	122.996	1231.289
54480	pino	Skaven	1506.282	110.012	1231.252
23957	Vimes	Undead	1538.652	122.962	1231.247
58420	Lukechin	Dwarves	1517.425	114.477	1231.2325
26755	adhansa	Undead	1527.634	118.562	1231.229
93977	inluzon	High Elves	1542.45	124.497	1231.2075
31991	Bayernkini	Orc	1569.172	135.196	1231.182
171392	malkavian	Nurgle's Rotters	1603.004	148.733	1231.1715
122662	Caran	Chaos	1602.555	148.555	1231.1675
61834	neilpferd	Dwarves	1576.171	138.009	1231.1485
47847	zoul	Skaven	1722.129	196.397	1231.1365
105854	Winkle_Picka	Halflings	1560.259	131.654	1231.124
86069	Boggolegobbo	Dark Elves	1516.664	114.216	1231.124
202184	kozmo	Chaos Pact	1613.555	152.981	1231.1025
179934	Battleaxe	Ogres	1609.398	151.339	1231.0504999999998
86247	tyrant	Dark Elves	1548.171	126.851	1231.0435
29060	Deetee	Orc	1510.867	111.93	1231.042
115887	bellowthunderslam	Amazons	1649.321	167.314	1231.036
27691	Totti	Orc	1567.544	134.608	1231.0240000000001
6258	BrotherKane	Wood Elves	1579.671	139.468	1231.0010000000002
11895	Necrolupus	Humans	1659.637	171.461	1230.9845
18198	Flaa	Undead	1552.347	128.561	1230.9445
203272	DaBoar	Chaos Pact	1545.014	125.629	1230.9415
61857	Patxi	Dwarves	1524.148	117.301	1230.8954999999999
181734	Indibro	Vampires	1588.027	142.853	1230.8944999999999
57845	Carloz	Dwarves	1540.266	123.768	1230.846
205736	Hamlet	Chaos Pact	1437.16	82.547	1230.7925
11980	Dardorl	Humans	1570.158	135.748	1230.788
43461	Scarpo	Norse	1873.015	256.892	1230.785
190190	Girathon	Vampires	1527.842	118.83	1230.767
2882	hosko	Wood Elves	1687.603	182.736	1230.7630000000001
12829	Sternenstaub	Humans	1443.864	85.245	1230.7515
126052	dabla	Chaos	1572.238	136.596	1230.748
25299	big_mikowsky	Undead	1516.319	114.229	1230.7465
39510	Lablatte	Norse	1653.957	169.286	1230.7420000000002
60555	VikingLars	Dwarves	1697.337	186.642	1230.732
16192	dorian_bones	Humans	1476.491	98.309	1230.7185
4798	Karaak	Wood Elves	1560.109	131.766	1230.694
144952	RuneA	Necromantic	1702.653	188.796	1230.663
16815	lauth81	Humans	1595.607	145.987	1230.6395
162637	Omake	Khemri	1529.753	119.649	1230.6305
73945	sunhawk8044	Lizardmen	1661.369	172.319	1230.5715
73938	Yoyoel	Lizardmen	1508.075	111.013	1230.5425
45991	Touchdown	Skaven	1504.735	109.683	1230.5275
8356	Gorbad	Wood Elves	1524.739	117.687	1230.5215
60329	Doc_Grotznik	Dwarves	1576.935	138.588	1230.465
95607	Don_Vito	High Elves	1617.866	154.967	1230.4485
17217	gote	Humans	1573.994	137.424	1230.434
200788	Nuffles_Pimp	Chaos Pact	1507.019	110.655	1230.3815
79876	bubar	Lizardmen	1581.853	140.591	1230.3755
20568	Buskopanz	Undead	1730.377	200.014	1230.3419999999999
35747	manco	Orc	1613.619	153.336	1230.279
124009	Gulhdan	Chaos	1558.688	131.373	1230.2555000000002
68756	Manu	Chaos Dwarves	1508.838	111.438	1230.243
119304	Doombeard_Dave	Chaos	1405.601	70.144	1230.241
82219	Dani112233	Dark Elves	1534.562	121.73	1230.2369999999999
42206	Hamlet	Norse	1499.796	107.834	1230.211
197317	Ender	Slann	1620.434	156.11	1230.1589999999999
125673	Kolmena_Morena	Chaos	1544.532	125.759	1230.1345
34301	valean	Orc	1480.689	100.227	1230.1215000000002
16696	Cabletrax	Humans	1591.688	144.63	1230.113
67660	gian	Chaos Dwarves	1500.812	108.297	1230.0694999999998
6415	Ambush3	Wood Elves	1557.141	130.831	1230.0635000000002
20045	Killertomate	Undead	1432.26	80.882	1230.055
91454	Darkson	High Elves	1552.166	128.851	1230.0384999999999
96011	Manu	High Elves	1479.911	99.956	1230.021
80004	neilpferd	Lizardmen	1622.401	156.956	1230.011
83163	Mamapepe	Dark Elves	1545.011	126.001	1230.0085
15122	Maitre_tactac	Humans	1664.562	173.828	1229.992
43830	The_Tyser	Norse	1503.468	109.403	1229.9605000000001
62990	Jaqra	Dwarves	1586.923	142.787	1229.9555
66950	scs.sam	Chaos Dwarves	1498.558	107.443	1229.9505
4482	tyrant	Wood Elves	1544.618	125.878	1229.923
34989	theotherspencer	Orc	1457.824	91.161	1229.9215000000002
31004	MightyYruHa	Orc	1756.826	210.784	1229.866
74458	Tom la madre	Lizardmen	1584.563	141.879	1229.8655
9425	xawier	Humans	1562.001	132.87	1229.826
35043	Kromak	Orc	1631.22	160.565	1229.8075
1097	Jonjon	Wood Elves	1576.533	138.691	1229.8055
94469	vt_doogie	High Elves	1699.779	187.997	1229.7865
58588	Juster	Dwarves	1563.196	133.367	1229.7785
71947	Golo	Chaos Dwarves	1557.613	131.142	1229.758
163605	chicagork	Nurgle's Rotters	1548.473	127.492	1229.743
203388	maram	Chaos Pact	1542.873	125.258	1229.728
52997	HaMoK	Skaven	1520.989	116.506	1229.7240000000002
56117	Goldmember	Dwarves	1503.021	109.323	1229.7134999999998
29533	Lifepath	Orc	1574.865	138.062	1229.71
36149	fibonacci	Orc	1657.815	171.243	1229.7075
387	serafino	Wood Elves	1460.363	92.265	1229.7005000000001
118651	Kalimocho	Chaos	1506.989	110.923	1229.6815000000001
139062	Araznaroth	Necromantic	1495.369	106.281	1229.6664999999998
109041	Eddie	Amazons	1573.67	137.634	1229.585
142231	Underworld	Necromantic	1481.032	100.58	1229.5819999999999
162057	Gourry73	Khemri	1541.764	124.884	1229.5539999999999
51682	ensabbah	Skaven	1641.326	164.709	1229.5535
153003	grumm	Elves	1452.341	89.134	1229.5059999999999
106660	pedda	Halflings	1447.147	87.058	1229.502
205457	Ghostmaker	Chaos Pact	1593.854	145.745	1229.4915
44571	Beanbag	Norse	1503.489	109.605	1229.4765
41668	Marc.Andy	Norse	1517.053	115.038	1229.458
91949	miserable	High Elves	1477.541	99.235	1229.4534999999998
201730	Joluveal	Chaos Pact	1575.226	138.325	1229.4135
157671	bimbork	Khemri	1462.562	93.261	1229.4095
80265	Redniwer	Lizardmen	1636.708	162.925	1229.3955
203573	Firebreather	Chaos Pact	1478.424	99.616	1229.384
27894	Parmeg	Orc	1543.538	125.671	1229.3605
21373	Bluevamp	Undead	1583.408	141.633	1229.3255
115231	RealMalteser	Amazons	1534.179	121.952	1229.299
31166	Hál	Orc	1574.477	138.074	1229.292
61992	Vinz_D	Dwarves	1465.34	94.42	1229.29
183916	Shteve0	Vampires	1586.071	142.724	1229.261
59613	morpao	Dwarves	1544.405	126.062	1229.25
3770	Loki	Wood Elves	1515.696	114.582	1229.241
12181	minnels	Humans	1608.185	151.588	1229.215
195712	Nainfa	Slann	1566.259	134.82	1229.209
53666	Rodders	Skaven	1540.578	124.553	1229.1955
9620	squighunter	Humans	1688.465	183.708	1229.195
69516	Schwager	Chaos Dwarves	1578.942	139.903	1229.1845
16441	pandiani	Humans	1586.496	142.938	1229.151
5873	Karkass	Wood Elves	1754.342	210.087	1229.1245000000001
50270	lard	Skaven	1602.524	149.363	1229.1164999999999
184330	Antrax	Vampires	1614.377	154.109	1229.1045
213753	Karaak	Underworld	1561.496	132.967	1229.0785
193377	Apollo78	Slann	1519.595	116.219	1229.0475000000001
36776	Totti	Norse	1537.356	123.326	1229.041
27860	Pako	Orc	1534.938	122.36	1229.038
157673	Odium_Khan	Khemri	1561.492	132.987	1229.0245
94303	tombecker	High Elves	1530.97	120.779	1229.0225
97350	tzarkual	High Elves	1528.737	119.89	1229.0120000000002
193005	Gobdomino	Slann	1691.659	185.062	1229.0040000000001
37122	Sazooman	Norse	1594.9	146.362	1228.9950000000001
34132	Carbrawn	Orc	1545.412	126.578	1228.967
181046	20phoenix	Ogres	1689.26	184.122	1228.955
72790	Barnacles	Lizardmen	1546.058	126.843	1228.9505
103163	Odium_Khan	Halflings	1581.091	140.867	1228.9234999999999
29729	Eje	Orc	1592.618	145.496	1228.878
31198	kaptain.karacho	Orc	1456.902	91.211	1228.8745000000001
212538	loreco	Underworld	1524.963	118.437	1228.8705
128428	Big-A	Goblins	1600.621	148.703	1228.8635000000002
58980	rotersternhochdahl	Dwarves	1600.991	148.853	1228.8584999999998
140475	zenit	Necromantic	1580.923	140.853	1228.7905
35287	Morpheous	Orc	1517.577	115.521	1228.7745
44137	NosPatris	Norse	1572.424	137.471	1228.7465
145718	Kazan	Elves	1576.304	139.034	1228.719
205971	Headstrong	Chaos Pact	1528.725	120.006	1228.71
176606	Panico	Ogres	1781.916	221.297	1228.6734999999999
60192	Dannny	Dwarves	1531.419	121.102	1228.6640000000002
25941	OON	Undead	1517.601	115.577	1228.6585
140942	Ydroegir	Necromantic	1523.096	117.775	1228.6585
119113	gautedasuta	Chaos	1572.376	137.488	1228.656
21219	ConanSPQR	Undead	1584.937	142.525	1228.6245
30697	airwombat	Orc	1593.704	146.038	1228.609
213270	DarkOrk20	Underworld	1571.488	137.154	1228.603
60822	waaght	Dwarves	1505.758	110.866	1228.593
39421	txapo	Norse	1548.002	127.767	1228.5845
57405	Dardorl	Dwarves	1513.462	113.953	1228.5795
104098	Sebotouno	Halflings	1500.692	108.846	1228.577
170736	tribalsinner	Nurgle's Rotters	1618.343	155.912	1228.563
128710	SirSebstar	Goblins	1576.116	139.033	1228.5335
7105	lolodelabombe	Wood Elves	1615.07	154.621	1228.5175
80713	EvilLordMaximus	Lizardmen	1799.62	228.448	1228.5
192635	Seb27	Slann	1502.107	109.443	1228.4995
48277	oklaoma	Skaven	1550.366	128.762	1228.461
119941	Kithor	Chaos	1684.161	182.28	1228.461
103141	James.Fynmore	Halflings	1574.149	138.278	1228.454
40994	Eggball	Norse	1545.765	126.926	1228.45
187857	Macabeo	Vampires	1574.777	138.531	1228.4495000000002
2691	Matt_le_Fou	Wood Elves	1584.438	142.397	1228.4455000000003
174693	darthnoir	Ogres	1529.16	120.291	1228.4325000000001
14093	alfonze	Humans	1480.476	100.828	1228.4060000000002
85867	Milo	Dark Elves	1560.34	132.778	1228.395
57177	Vossie	Dwarves	1569.272	136.369	1228.3494999999998
71964	Ragme	Chaos Dwarves	1527.954	119.846	1228.339
65224	chicken	Chaos Dwarves	1490.572	104.897	1228.3294999999998
67865	BlackOrc	Chaos Dwarves	1562.231	133.569	1228.3085
6013	SuM	Wood Elves	1552.805	129.8	1228.305
214771	wideright	Underworld	1566.3	135.198	1228.3049999999998
17958	Tiamat	Humans	1564.799	134.609	1228.2765
8944	shusaku	Wood Elves	1676.683	179.364	1228.273
118540	Blocknroll	Chaos	1495.971	107.082	1228.266
17424	maydaymick	Humans	1620.528	156.911	1228.2505
37873	buzzard	Norse	1646.287	167.22	1228.237
23834	Warrior	Undead	1624.932	158.68	1228.232
56161	gambit76	Dwarves	1582.724	141.801	1228.2215
27476	Short_Man	Orc	1584.95	142.697	1228.2075
6131	Ahriman	Wood Elves	1571.036	137.146	1228.171
146480	Lichemaster	Elves	1593.974	146.322	1228.1689999999999
84722	oryxwild	Dark Elves	1721.24	197.245	1228.1275
35851	ddark	Orc	1526.16	119.225	1228.0975
22111	Nonumber	Undead	1459.375	92.514	1228.09
161342	Beldilucho	Khemri	1581.252	141.266	1228.087
32774	antipixi	Orc	1471.218	97.269	1228.0455000000002
156938	Yohancryer	Khemri	1628.442	160.159	1228.0445
33071	wideright	Orc	1559.598	132.624	1228.038
105972	Maitre_tactac	Halflings	1554.377	130.546	1228.012
17467	Yamini	Humans	1488.786	104.311	1228.0085
149294	GRANKO	Elves	1582.448	141.809	1227.9255
207681	Xtreme	Chaos Pact	1519.23	116.539	1227.8825
18934	gailn_kharghelen	Undead	1511.34	113.383	1227.8825
27709	Dani112233	Orc	1485.762	103.152	1227.882
77484	anc001	Lizardmen	1497.517	107.855	1227.8795
31923	Chevanta	Orc	1549.193	128.528	1227.873
79928	Il_Farao	Lizardmen	1517.579	115.886	1227.864
37194	inge	Norse	1477.957	100.048	1227.837
33911	suncar	Orc	1541.626	125.516	1227.836
2495	odul	Wood Elves	1712.907	194.029	1227.8345
217393	Paulip	Underworld	1585.35	143.008	1227.83
210251	Pidpad	Underworld	1501.386	109.429	1227.8135
200014	Wararkam	Chaos Pact	1521.611	117.522	1227.806
170711	Barks	Nurgle's Rotters	1614.222	154.585	1227.7595
76267	Neuendorf	Lizardmen	1539.113	124.545	1227.7505
46359	drannakh	Skaven	1523.038	118.119	1227.7404999999999
79151	Raziel	Lizardmen	1540.891	125.269	1227.7185
148407	Quizz	Elves	1629.828	160.859	1227.6805
32187	Phags	Orc	1491.831	105.665	1227.6684999999998
91018	FrenchBenny	High Elves	1539.843	124.87	1227.6680000000001
33121	Hamlet	Orc	1526.239	119.429	1227.6665
5390	Mr_Bishop	Wood Elves	1517.353	115.882	1227.6480000000001
49135	LouisX	Skaven	1603.182	150.219	1227.6345000000001
77260	Spooky	Lizardmen	1647.392	167.911	1227.6145000000001
55654	KEVLJM04	Dwarves	1609.611	152.808	1227.5910000000001
181705	Go_the_Hakes	Vampires	1515.282	115.086	1227.567
115774	Men-o-maN	Amazons	1606.224	151.483	1227.5165
216445	The_Tyser	Underworld	1520.436	117.168	1227.5159999999998
10965	Neo_Maquiavelo	Humans	1585.703	143.295	1227.4655
37261	drusus82	Norse	1481.439	101.599	1227.4415000000001
29034	Raging82	Orc	1502.056	109.847	1227.4385
47103	Boris	Skaven	1587.052	143.848	1227.4319999999998
49128	Firebreather	Skaven	1537.922	124.202	1227.417
150359	neoulises	Elves	1558.43	132.411	1227.4025000000001
201045	Rhox	Chaos Pact	1565.853	135.381	1227.4005000000002
51365	Necrox	Skaven	1463.681	94.533	1227.3485
34258	Dagger9	Orc	1670.243	177.176	1227.3029999999999
79245	AunoAdam	Lizardmen	1751.288	209.597	1227.2955
144817	Leyron	Necromantic	1529.508	120.898	1227.263
213496	JJ	Underworld	1461.972	93.897	1227.2295
53429	Bear	Skaven	1575.635	139.365	1227.2224999999999
106579	lord_fantur	Halflings	1545.713	127.409	1227.1905
104070	LatinoHeat	Halflings	1590.952	145.507	1227.1844999999998
82200	Blocknroll	Dark Elves	1522.751	118.229	1227.1785
61898	sumo	Dwarves	1609.915	153.097	1227.1725
13752	Ydroegir	Humans	1551.992	129.957	1227.0995
171880	Shaniepoo1	Nurgle's Rotters	1425.041	79.177	1227.0984999999998
15675	Fevin	Humans	1554.453	130.944	1227.093
170783	Zoliak	Nurgle's Rotters	1605.347	151.318	1227.052
138198	mawph	Necromantic	1516.535	115.797	1227.0425
149837	Z.F.	Elves	1555.627	131.438	1227.032
211526	Heartsbane	Underworld	1509.706	113.095	1226.9685
143874	JACKJFBAUER	Necromantic	1591.419	145.792	1226.939
62683	ghorghor	Dwarves	1458.13	92.479	1226.9325000000001
41376	pallinar	Norse	1702.581	190.27	1226.906
180560	HighElfMage	Ogres	1740.669	205.506	1226.904
